isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,description_length,book_age,tag_clean
9780312365707,0312365705,Blue Heaven,,C. J. Box,Fiction,https://books.google.com/books/content?id=lAUEyde4-HQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A twelve-year-old girl and her younger brother go on the run in the woods of North Idaho, pursued by four men they have just watched commit murder---four men who know exactly who William and Annie are, and who know exactly where their desperate mother is waiting for news of her children’s fate. Retired cops from Los Angeles, the killers easily persuade the inexperienced sheriff to let them lead the search for the missing children. William and Annie’s unexpected savior comes in the form of an old-school rancher teetering on the brink of foreclosure. But as one man against four who will stop at nothing to silence their witnesses, Jess Rawlins needs allies, and he knows that one word to the wrong person could seal the fate of the children or their mother. In a town where most of the ranches like his have turned into acres of ranchettes populated by strangers, finding someone to trust won’t be easy. With true-to-life, unforgettable characters and a ticking-clock plot that spans just over forty-eight hours, C.J. Box has created a thriller that delves into issues close to the heart: the ruthless power of greed over broken ideals, the healing power of community where unlikely heroes find themselves at the crossroads of duty and courage, and the truth about what constitutes a family. In a setting whose awesome beauty is threatened by those who want a piece of it, Blue Heaven delivers twists and turns until its last breathtaking page. Blue Heaven is the winner of the 2009 Edgar Award for Best Novel.",2008,4.0,364.0,6.0,259,18,fiction
9780312367060,0312367066,Ending Aging,The Rejuvenation Breakthroughs That Could Reverse Human Aging in Our Lifetime,Aubrey de Grey;Michael Rae,Family & Relationships,https://books.google.com/books/content?id=M2zysTx-Sy0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Drawing on controversial theories, argues that everyday people can live to be one thousand years old if they overcome six biological problems related to toxic waste, aging, and disease.",2007,4.0,401.0,5.0,29,19,family & relationships
9780312368111,0312368119,Deadlock,,Iris Johansen,Fiction,https://books.google.com/books/content?id=IvaHa7Efjp4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"CIA and MI6 operative John Garret is called on a desperate mission to save Emily Hudson, an archeologist and the only survivor of a ruthless massacre. But their may be more to this job than he is being told.",2009,3.0,381.0,1.0,39,17,fiction
9780312368579,0312368577,Many Waters,,Madeleine L'Engle,Juvenile Fiction,https://books.google.com/books/content?id=3MnyoT0VaRAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A boxed set of five volumes featuring the Murray children and their friends as they travel through time and encounter strange creatures.,2007,4.5,369.0,,22,19,juvenile fiction
9780312373733,0312373732,"200 Knitting Tips, Techniques & Trade Secrets",An Indispensable Reference of Technical Know-How and Troubleshooting Tips,Betty Barnden,Crafts & Hobbies,https://books.google.com/books/content?id=-YlP4D-BJMMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explains all the techniques you'll need, in the order you'll need them, from casting on and joining in yarns to adding buttonholes, pockets, and embellishments.",2008,4.5,168.0,,25,18,crafts & hobbies
9780312377045,0312377045,Bury Your Dead,A Chief Inspector Gamache Novel,Louise Penny,Fiction,https://books.google.com/books/content?id=l-v_zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It is Winter Carnival in Quebec City, bitterly cold and surpassingly beautiful. Chief Inspector Armand Gamache has come not to join the revels but to recover from an investigation gone hauntingly wrong. But violent death is inescapable, even in the apparent sanctuary of the Literary and Historical Society— where an obsessive historian's quest for the remains of the founder of Quebec, Samuel de Champlain, ends in murder. Could a secret buried with Champlain for nearly 400 years be so dreadful that someone would kill to protect it? Although he is supposed to be on leave, Gamache cannot walk away from a crime that threatens to ignite long-smoldering tensions between the English and the French. Meanwhile, he is receiving disquieting letters from the village of Three Pines, where beloved Bistro owner Olivier was recently convicted of murder. ""It doesn't make sense,"" Olivier's partner writes every day. ""He didn't do it, you know."" As past and present collide in this astonishing novel, Gamache must relive the terrible event of his own past before he can bury his dead.",2010,4.5,298.0,,176,16,fiction
9780312382339,0312382332,The Swordless Samurai,Leadership Wisdom of Japan's Sixteenth-Century Legend---Toyotomi Hideyoshi,Kitami Masao,Biography & Autobiography,https://books.google.com/books/content?id=QsMTn3ZnJdcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a time of endless chaos and bloodshed, when the only law was the law of the sword, a peasant boy named Hideyoshi dreamed of becoming a samurai. Despite his lack of strength and size, he learned to outthink and outmaneuver every foe to become not just a samurai, but one of the greatest military and civic leaders Japan has ever known. Hideyoshi's timeless leadership secrets offer effective strategies for succeeding in business, con?ict, and life, and are destined to take their place beside such classics as The Book of Five Rings and The Art of War.",2008,4.5,272.0,,97,18,biography & autobiography
9780312420215,0312420218,Styles of Radical Will,,Susan Sontag,Literary Collections,https://books.google.com/books/content?id=cHoIAP6CTkoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of essays reveals the author's interpretation of aesthetics and morality in film, literature, and politics, and provides a provocative study on pornography",2002,4.0,292.0,1.0,24,24,literary collections
9780312420369,0312420366,The Debt to Pleasure,A Novel,John Lanchester,Fiction,https://books.google.com/books/content?id=dTT2CQmHu34C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A ""New York Times"" Notable Book, ""The Debt to Pleasure"" is a wickedly funny ode to food as the novel's snobbish narrator instructs readers in his philosophy on everything from the erotics of dislike to the psychology of the menu.",2001,4.5,272.0,,40,25,fiction
9780312420376,0312420374,Fair Exchange,A Novel,Michèle Roberts,Fiction,https://books.google.com/books/content?id=lQuwAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the early 1800s in a small village in rural France, a peasant woman named Louise summons her priest. Fearing she is about to die, Louise begins her final confession to the bored cleric and reveals a lifelong secret involving a famous woman writer, a young English poet, and a wicked and unusual crime. Inspired by the lives and loves of the eighteenth-century pioneer of women's rights, Mary Wollstonecraft, and her contemporary, William Wordsworth, Fair Exchange is a spellbinding and sensual novel of passion and guilt.",2002,4.5,258.0,,86,24,fiction
9780312420604,0312420609,The Adversary,A True Story of Monstrous Deception,Emmanuel Carrère,Biography & Autobiography,https://books.google.com/books/content?id=_yBHGKAv-34C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The true story of a man who spun a web of lies around his life takes readers deep inside the mind of a psychotic man who managed to convince thousands of people that he was a successful, credentialed physician.",2002,4.5,208.0,,39,24,biography & autobiography
9780312421687,0312421680,The Journey to the East,A Novel,Hermann Hesse,Fiction,https://books.google.com/books/content?id=-cjM9WChgEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In simple, mesmersizing prose, Hesse tells of a journey both geographic and spiritual, as various historical figures travel together, encountering everything from Noah's Ark to Don Quixote.",2003,3.5,146.0,3.0,27,23,fiction
9780312421748,0312421745,The Heart of Redness,A Novel,Zakes Mda,Fiction,https://books.google.com/books/content?id=PnhnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a new novel by one of the premier writers of the ""new"" South Africa, an exile returns from America--where he fled during the apartheid regime--to find his newly democratic country in a shambles. Reprint. 15,000 first printing.",2003,4.5,298.0,,38,23,fiction
9780312421991,0312421990,What Was She Thinking?,Notes on a Scandal: A Novel,Zoë Heller,Fiction,https://books.google.com/books/content?id=TWviK9mhCH8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When her new friend and co-worker, Sheba Hart, begins a passionate affair with a male student, schoolteacher Barbara Covett decides to defend Sheba and unknowingly reveals secrets they both hide.",2003,4.5,274.0,2.0,30,23,fiction
9780312422288,0312422288,Sellevision,A Novel,Augusten Burroughs,Fiction,https://books.google.com/books/content?id=PL7vc_L7zRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An incisive fictional portrait of a consumer society gone mad looks behind the scenes of sellevision, a shop-at-home network, where the slick facades of the popular hosts slowly crumble as one celebrity becomes an addict and another exposes himself on air.",2003,4.5,248.0,3.0,41,23,fiction
9780312538347,0312538340,100 Flowers to Knit & Crochet,"A Collection of Beautiful Blooms for Embellishing Garments, Accessories, and More",Lesley Stanfield,Crafts & Hobbies,https://books.google.com/books/content?id=b8LAHPlDHdUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Showcasing a lush bouquet of blossoms perfect for embellishing clothing or accessories, these lovely blooms are the perfect way to use up scraps of yarn or try out interesting new yarns. Breeze through this gorgeous collection featuring a colorful palette of simple spiraling roses, saucer-sized poppies, delicate lilacs, an assortment of vegetables, and more shown full-size and in scale with complete with stitched leaves and embroidered stems.",2009,4.5,132.0,,67,17,crafts & hobbies
9780312551513,0312551517,Ruby Red,,Kerstin Gier,Juvenile Fiction,https://books.google.com/books/content?id=B0o7nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gwyneth discovers that she, rather than her well-prepared cousin, carries a time-travel gene, and soon she is journeying with Gideon, who shares the gift, through historical London trying to discover whom they can trust.",2012,4.5,352.0,,34,14,juvenile fiction
9780312552794,0312552793,Princess in Love,,Julianne MacLean,Fiction,https://books.google.com/books/content?id=IFjwCWaOG84C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"She's engaged to be marriedNto the wrong man. The Regency-set Royal Trilogy continues in this sensational new novel from a ""USA Today""-bestselling author. Original.",2012,4.5,349.0,,24,14,fiction
