isbn13,title,authors,description,categories,tag_clean,thumbnail,average_rating,ratings_count,published_year,num_pages,description_length,book_age,joy,sadness,anger,fear,surprise,disgust,neutral,top_emotions
9780099911708,Cross Stitch,Diana Gabaldon,"In 1945, Claire Randall is back from the war and reunited with her husband on a second honeymoon in Scotland. Innocently she walks through a stone circle in the highlands, and finds herself in a violent skirmish taking place in 1743. Suddenly she is a Sassenach, an outlander, in a country torn by war and by clan feuds. -- back cover.",Historical fiction,historical fiction,http://books.google.com/books/content?id=0Pm4ihLyutIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,2319.0,1992,864.0,61,32,0.0075,0.005,0.4865,0.4045,0.0201,0.0442,0.0322,"anger,fear"
9780099928409,Ratner's Star,Don DeLillo,"Billy Twillig has won the first Nobel Prize ever to be given in mathematics. Set in the near future, this book charts an innocent's education when Billy is sent to live in the company of 30 Nobel laureates and he is asked to decipher transmissions from outer space. By the author of Libra.",Life on other planets,life on other planets,http://books.google.com/books/content?id=GTJANmXkp98C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.49,1478.0,1976,448.0,53,48,0.7981,0.0055,0.0047,0.0019,0.0273,0.003,0.1595,"joy,neutral"
9780130235015,Things Fall Apart,Chinua Achebe;Sandra Widner,"[This book is] a simple story of a ""strong man"" whose life is dominated by fear and anger ... Uniquely ... African, at the same time it reveals [the author's] ... awareness of the human qualities common to men of all times and places.-Back cover.",Igbo (African people),igbo (african people),https://via.placeholder.com/128x192.png?text=No+Cover,3.64,40.0,2000,113.0,45,24,0.0193,0.0099,0.1363,0.2724,0.0111,0.0391,0.5119,"neutral,fear"
9780130887016,C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,"Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time",Computers,computers,http://books.google.com/books/content?id=tmgPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.0,3.0,2002,528.0,26,22,0.0034,0.0023,0.0044,0.0022,0.0119,0.0032,0.9726,"neutral,surprise"
9780131492028,Java,Walter J. Savitch,"Introduces object-oriented programming and important computer science concepts, such as testing and debugging techniques, program style, inheritance, and exception handling. This book includes coverage of the Swing libraries and event-driven programming. It is suitable for introductory Computer Science courses using Java.",Computers,computers,http://books.google.com/books/content?id=FlU_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,23.0,2005,1060.0,41,19,0.0406,0.0043,0.0038,0.0057,0.0102,0.0075,0.9279,"neutral,joy"
9780131494848,Leadership in Organizations,Gary A. Yukl,This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.,Business & Economics,business & economics,http://books.google.com/books/content?id=WHyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,55.0,2006,542.0,28,18,0.0371,0.0038,0.009,0.0047,0.0199,0.0137,0.9119,"neutral,joy"
9780131730366,Organized Crime,Michael D. Lyman;Gary W. Potter,"Dispelling current myths regarding organized crime, Lyman and Potter’s fourth edition reveals a truer picture of organized crime and criminal activity today. Providing scholarly treatment and a social perspective, the authors explore the concept of organized crime, the historical foundation for its evolution and development, and the current status of criminal groups in today’s society. Offering timely and respected research, this edition includes a thorough examination of drug trafficking, new sections on emerging organized crime groups, updated case studies, more coverage international groups, updated statistics, graphics and more! Presents a broad view of organized crime that incorporates more than just ethnically- driven, pop-culture stereotypes. Incorporates two parallel themes—organized crime consists of many different groups and corrupt individuals in public office, business etc., contribute to the continuation of the problem. Uses thematic questions (What is organized crime? Is there really a Mafia? Is terrorism organized crime? Do political machines still exist?) to promote higher-order thinking skills and a critical examination of the topic. Synthesizes volumes of historical data and archives to present the most salient aspects of the organized crime problem. References information and reports generated by the Federal Bureau of Investigation, the Pennsylvania Crime Commission, the National Institute of Justice, the Bureau of Justice Statistics and well-known researchers in the field. Law enforcement professionals and those interested in a scholarly treatment and a social perspective of organized crime.",Law,law,http://books.google.com/books/content?id=GAqoSwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,12.0,2007,496.0,228,17,0.0149,0.004,0.0171,0.0048,0.011,0.0218,0.9264,"neutral,disgust"
9780131816596,World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,"Introduces the geography, history, and cultures of the Middle East, Europe, Soviet Union, Asia, Africa, and Oceania.",Juvenile Nonfiction,juvenile nonfiction,http://books.google.com/books/content?id=3EgFGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.0,2.0,2004,892.0,17,20,0.0069,0.0103,0.0063,0.0202,0.0285,0.0131,0.9146,"neutral,surprise"
9780131871656,Astronomy,Eric Chaisson;Stephen McMillan,"This introduction to astronomy features an exceptionally clear writing style, an emphasis on critical thinking and visualization, and a leading-edge technology program-including an accompanying full-featured electronic multimedia version of the book and companion Web site. A dynamic art program includes numerous radio, infrared, ultraviolet, X-ray, and gamma-ray images and transparent full-color overlays. The book presents scientific literacy in the context of astronomy, with the aim of teaching studentsto think critically and analytically about the physical world and the development of science. The text requires a minimum level of simple algebra and trigonometry. It presents an explanation of key physical principles and techniques like Kepler and Newton's laws, spectroscopy and distance measurement (the cosmic distance ladder is used throughout).",Mathematics,mathematics,http://books.google.com/books/content?id=1O00AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85,153.0,2006,499.0,118,18,0.187,0.0035,0.009,0.004,0.0201,0.0138,0.7625,"neutral,joy"
9780131922167,The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,"This 3 rd edition ofThe African-American Odysseyincludes not only a CD-ROM-bound into every book (which incorporates over 150 documents in African American history), but also has a broadened international perspective, expanded coverage of interaction among African Americans and other ethnic groups, and new material on African Americans in the western portion of the United States. Free access to Research Navigator is included. This allows readers to access this powerful research tool with one site. Written by leading scholars,The African-American Odysseyis a clear and comprehensive narrative of African-American history, from the Civil War through modern times. The Combined Volume traces African-American history from it African roots through the present. This book places African-American history in the context and at the center of American History.Balancing accounts of the actions of African-American leaders with investigations of the lives of the ordinary men and women in black communities, exciting and readable coverage includes: African-American history from the Civil War and the beginnings of Reconstruction through the Civil Rights movement to discussions of black life at the dawn of the 21 st century.This is a compelling story of survival, struggle, and triumph over adversity. Readers will learn an appreciation of the central place of black people and black culture in this country, and a better understanding of both African-American and American history.",History,history,http://books.google.com/books/content?id=rcemAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,3.0,2005,464.0,217,19,0.3359,0.0037,0.0077,0.0039,0.0562,0.0037,0.5888,"neutral,joy"
9780131935075,The Visual Arts,Hugh Honour;John Fleming,"This new edition is an authoritative and provides a balanced account of the history of art. It presents art history as an essential part of the development of humankind, encompassing the arts of Asia, Africa, Oceania, Europe, and the Americas-spanning from the primitive art of hunters 30,000 years ago to the most controversial art forms of today.",Art,art,http://books.google.com/books/content?id=Z1p1MAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,39.0,2005,936.0,57,19,0.0123,0.0033,0.0262,0.0089,0.0137,0.0468,0.8888,"neutral,disgust"
9780132197380,Three Genres,Stephen Minot,"Three Genres gives students a basic introduction to fiction/ literary nonfiction, poetry, and drama and helps them to develop their creative skills in each area. Each genre section is self-contained and includes complete works as examples along with helpful advice about how to draw on the variety of techniques they use. The style is informal, practical, and positive. Minot encourages student to draw on their own experiences and develop skills on their own.",Language Arts & Disciplines,language arts & disciplines,http://books.google.com/books/content?id=WPjQPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65,36.0,2006,476.0,73,18,0.0574,0.0029,0.0048,0.0016,0.0054,0.0159,0.912,"neutral,joy"
9780132370455,Data Structures and Abstractions with Java,Frank M. Carrano,"Using the latest features of Java 5, this unique object-oriented presentation introduces readers to data structures via thirty, manageable chapters. KEY FeaturesTOPICS: Introduces each ADT in its own chapter, including examples or applications. Provides aA variety of exercises and projects, plus additional self-assessment questions throughout. the text Includes generic data types as well as enumerations, for-each loops, the interface Iterable, the class Scanner, assert statements, and autoboxing and unboxing. Identifies important Java code as a Listing. Provides NNotes and Pprogramming Ttips in each chapter. For programmers and software engineers interested in learning more about data structures and abstractions.",Computers,computers,http://books.google.com/books/content?id=_u28WFa3lEgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.44,34.0,2007,998.0,98,17,0.0259,0.0026,0.0044,0.0015,0.0217,0.0039,0.9399,"neutral,joy"
9780132382458,Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,"Suitable for introductory Social Psychology classes, this work presents a scientific approach to social psychology.",Psychology,psychology,http://books.google.com/books/content?id=5xz3PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,38.0,2007,633.0,15,17,0.0175,0.0047,0.0059,0.014,0.0181,0.0155,0.9243,"neutral,surprise"
9780140009378,Big Money,Pelham G. Wodehouse,"Berry Conway and his old school friend Lord Bickerton, otherwise known as Biscuit, are out to make money--big money. An opportunity presents itself when T. Paterson Frisby, for whom Berry works as a secretary, is looking for a chaperon for his American niece, Ann Moon. Berry knows that Biscuit has an Aunt Vera who will be ideal for the job, and he and Biscuit set it up, hoping for a commission. What they don't bargain for is the fact that she is prepared to become engaged to more than one man at a time . . .",Fiction,fiction,https://via.placeholder.com/128x192.png?text=No+Cover,3.92,1069.0,1973,288.0,97,51,0.0695,0.0089,0.0244,0.0043,0.0193,0.0095,0.8641,"neutral,joy"
